number,review,genbit_score,percentage_of_female_gender_definition_words,percentage_of_male_gender_definition_words,avg_bias_conditional,freq_of_female_gender_definition_words,freq_of_male_gender_definition_words,num_words_considered
27,['@VirginAmerica has getaway deals through May' ' from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
28,['@VirginAmerica has getaway deals through May' ' from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
29,['@VirginAmerica Have a great week 🌞✈'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
30,['@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
31,['@VirginAmerica is the best airline I have flown on.Easy to change your reservation' 'helpful representatives &amp; a comfortable flying experience'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
32,['@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
33,['@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.'],0.5570596566174938,0.2420091324200913,0.3287671232876712,-0.14231078641929368,159,216,668
34,['@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight' ' and they kept things entertaining'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
35,['@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
36,["@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!"],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
37,['@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
38,['@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
39,['@VirginAmerica always!!! Xoxo'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
40,['@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!'],0.5570596566174938,0.24164133738601823,0.3282674772036474,-0.14231078641929368,159,216,668
41,['@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!'],0.5554467122346737,0.24127465857359637,0.3277693474962064,-0.14193589836542347,159,216,670
42,["Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome."],0.5554467122346737,0.24127465857359637,0.3277693474962064,-0.14193589836542347,159,216,670
43,["@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf"],0.5554467122346737,0.24127465857359637,0.3277693474962064,-0.14193589836542347,159,216,670
44,['@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)'],0.5554467122346737,0.24127465857359637,0.3277693474962064,-0.14193589836542347,159,216,670
45,['@VirginAmerica Thank you for the follow'],0.5554467122346737,0.24127465857359637,0.3277693474962064,-0.14193589836542347,159,216,670
46,['😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt'],0.5498764552671207,0.2409090909090909,0.32727272727272727,-0.1406412332694876,159,216,677
47,['@VirginAmerica Only way to fly! #Elevate #Gold'],0.5498764552671207,0.2409090909090909,0.32727272727272727,-0.1406412332694876,159,216,677
48,['@VirginAmerica you will match my #AmericanAirlines status? Cool!'],0.5498764552671207,0.2409090909090909,0.32727272727272727,-0.1406412332694876,159,216,677
49,['@VirginAmerica thanks!'],0.5498764552671207,0.2409090909090909,0.32727272727272727,-0.1406412332694876,159,216,677
50,["@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue"],0.5522145201091876,0.2405446293494705,0.32829046898638425,-0.13587420023866287,159,217,679
51,['@VirginAmerica done! Thank you for the quick response' ' apparently faster than sitting on hold ;)'],0.5522145201091876,0.2405446293494705,0.32829046898638425,-0.13587420023866287,159,217,679
52,['@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4'],0.5522145201091876,0.2405446293494705,0.32829046898638425,-0.13587420023866287,159,217,679
53,['@VirginAmerica Keep up the great work :)'],0.5522145201091876,0.2405446293494705,0.32829046898638425,-0.13587420023866287,159,217,679
54,['@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY'],0.5522145201091876,0.2405446293494705,0.32829046898638425,-0.13587420023866287,159,217,679
55,['@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously'],0.5522145201091876,0.24018126888217523,0.32779456193353473,-0.13587420023866287,159,217,679
56,['@VirginAmerica Thanks so much for the awesome support' ' you guys rock!'],0.5523383025502138,0.2398190045248869,0.3288084464555053,-0.13616502472813438,159,218,679
57,['@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!'],0.5524620490027428,0.2394578313253012,0.32981927710843373,-0.1364557646633124,159,219,679
58,['@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj'],0.5524620490027428,0.2394578313253012,0.32981927710843373,-0.1364557646633124,159,219,679
59,['@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline'],0.5524620490027428,0.2394578313253012,0.32981927710843373,-0.1364557646633124,159,219,679
60,['@VirginAmerica Like http://t.co/VPqEm31XUQ'],0.5524620490027428,0.2394578313253012,0.32981927710843373,-0.1364557646633124,159,219,679
61,['@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l'],0.5516754809334599,0.23909774436090225,0.3293233082706767,-0.1362809705415875,159,219,680
62,['Awesome! RT @VirginAmerica: Watch nominated films at 35' '000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy'],0.5516710820695593,0.23909774436090225,0.3293233082706767,-0.13627065596416707,159,219,680
63,['@VirginAmerica thanks so much!'],0.5516710820695593,0.23909774436090225,0.3293233082706767,-0.13627065596416707,159,219,680
64,['@VirginAmerica' " the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"],0.5516710820695593,0.23909774436090225,0.3293233082706767,-0.13627065596416707,159,219,680
65,['@VirginAmerica Very nicely done. 👏'],0.5516710820695593,0.23909774436090225,0.3293233082706767,-0.13627065596416707,159,219,680
66,['@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)'],0.5516710820695593,0.23909774436090225,0.3293233082706767,-0.13627065596416707,159,219,680
67,['@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗'],0.5519188140476196,0.2383808095952024,0.3313343328335832,-0.13685154474030425,159,221,680
68,['@VirginAmerica sounds like fun !'],0.5519188140476196,0.2383808095952024,0.3313343328335832,-0.13685154474030425,159,221,680
69,['@VirginAmerica classiq' ' luv Virgin America. Greetingz'],0.5519165446176241,0.2383808095952024,0.3313343328335832,-0.13684622331825816,159,221,680
70,['@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!'],0.5519165446176241,0.2383808095952024,0.3313343328335832,-0.13684622331825816,159,221,680
71,['@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason'],0.5520403207288501,0.23802395209580837,0.3323353293413174,-0.1371364569583764,159,222,680
72,['@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!'],0.5520403207288501,0.23802395209580837,0.3323353293413174,-0.1371364569583764,159,222,680
73,['@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick' ' painless &amp; free.'],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
74,['@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo'],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
75,['@VirginAmerica' " you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!"],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
76,['@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet'],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
77,['@VirginAmerica I see what you did there ;)'],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
78,['@VirginAmerica your inflight team makes the experience #amazing!'],0.5520334127312212,0.23802395209580837,0.3323353293413174,-0.13712025889497023,159,222,680
79,["@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J"],0.5521570453131085,0.23766816143497757,0.3333333333333333,-0.13741015598353448,159,223,680
80,['@VirginAmerica fav airline'],0.5521570453131085,0.23766816143497757,0.3333333333333333,-0.13741015598353448,159,223,680
81,['@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)'],0.5536908128286785,0.23845007451564829,0.3323397913561848,-0.13877456592758422,160,223,680
82,['@VirginAmerica Thank you!!'],0.5536908128286785,0.23845007451564829,0.3323397913561848,-0.13877456592758422,160,223,680
83,['@VirginAmerica would love to do more for virgin just like I do for @GoPro'],0.5536908128286785,0.23845007451564829,0.3323397913561848,-0.13877456592758422,160,223,680
84,["@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry"],0.5536908128286785,0.23845007451564829,0.3323397913561848,-0.13877456592758422,160,223,680
85,['@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!'],0.5538144095802284,0.23809523809523808,0.3333333333333333,-0.13906437900018226,160,224,680
86,['@VirginAmerica I mean. Probably inappropriate while on board.. But' " it's on!"],0.5538120751446822,0.23809523809523808,0.3333333333333333,-0.13905890515132405,160,224,680
87,["@VirginAmerica happy to spend the day together. Let's do this!"],0.5538120751446822,0.23809523809523808,0.3333333333333333,-0.13905890515132405,160,224,680
88,['.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps'],0.5530263217251326,0.237741456166419,0.3328380386329866,-0.13888218722368828,160,224,681
89,['@VirginAmerica thank you! I absolutely will 😎'],0.5530263217251326,0.237741456166419,0.3328380386329866,-0.13888218722368828,160,224,681
90,['@VirginAmerica How about some free drinks on the flight back for the free promo?'],0.5530263217251326,0.237741456166419,0.3328380386329866,-0.13888218722368828,160,224,681
91,['@VirginAmerica @SSal thanks!'],0.5530263217251326,0.237741456166419,0.3328380386329866,-0.13888218722368828,160,224,681
92,['@VirginAmerica Thanks!'],0.5530263217251326,0.237741456166419,0.3328380386329866,-0.13888218722368828,160,224,681
93,['@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel'],0.5549201125391822,0.23887240356083086,0.3323442136498516,-0.1412144662471399,161,224,682
94,['@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef'],0.5549201125391822,0.23887240356083086,0.3323442136498516,-0.1412144662471399,161,224,682
95,['@VirginAmerica I adore you' ' and am so looking forward to my flight to Austin in two weeks.'],0.5549201125391822,0.23887240356083086,0.3323442136498516,-0.1412144662471399,161,224,682
96,['@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.'],0.5549201125391822,0.23887240356083086,0.3323442136498516,-0.1412144662471399,161,224,682
97,['@VirginAmerica first time flying Virgin' ' went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!'],0.5549201125391822,0.23887240356083086,0.3323442136498516,-0.1412144662471399,161,224,682
98,['@VirginAmerica just promoting the product is all' ' had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf'],0.554917807545659,0.23887240356083086,0.3323442136498516,-0.14120908266636856,161,224,682
99,['@VirginAmerica love you guys' ' but pls get some direct routes LAS to AUS!'],0.5550417839451516,0.23851851851851852,0.3333333333333333,-0.1414986439829986,161,225,682
100,["@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!"],0.5550417839451516,0.23851851851851852,0.3333333333333333,-0.1414986439829986,161,225,682
101,['@VirginAmerica ok! first time flying with you tonight :)'],0.5550417839451516,0.23851851851851852,0.3333333333333333,-0.1414986439829986,161,225,682
102,['@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉'],0.5550417839451516,0.23851851851851852,0.3333333333333333,-0.1414986439829986,161,225,682
103,['“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!'],0.5550417839451516,0.23851851851851852,0.3333333333333333,-0.1414986439829986,161,225,682
104,['@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys'],0.5551657244562737,0.23816568047337278,0.3343195266272189,-0.14178812147814682,161,226,682
105,["@VirginAmerica For my Grandma Ella's 80th" ' she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.'],0.5574990036308973,0.2426470588235294,0.3323529411764706,-0.14491793074043022,165,226,683
106,['@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER'],0.5574990036308973,0.2426470588235294,0.3323529411764706,-0.14491793074043022,165,226,683
107,["@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!"],0.5574990036308973,0.2426470588235294,0.3323529411764706,-0.14491793074043022,165,226,683
108,['@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd'],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
109,["@VirginAmerica that doesn't look to fat to me! It looks yummy!"],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
110,['@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️'],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
111,['@VirginAmerica Your planes are really pretty. Just thought u should know that. :)'],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
112,['@VirginAmerica thank you'],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
113,['@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI'],0.5543566984565176,0.2422907488986784,0.33186490455212925,-0.14417784433106032,165,226,687
114,['@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA' " and now you've come through!"],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
115,['@VirginAmerica this is too cool!  Never been on ur planes but now I will!!'],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
116,['@VirginAmerica great. Well deserved.'],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
117,['@VirginAmerica got it. All set - Thanks!'],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
118,['@VirginAmerica Giants and Virgin America. A match made in heaven.'],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
119,['@VirginAmerica thank goodness!! Also' ' see you friday' ' nwk&gt;sf.. BOOM!'],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
120,["@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker"],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
121,["@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!"],0.5543566984565176,0.24193548387096775,0.3313782991202346,-0.14417784433106032,165,226,687
122,["@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!"],0.5535768312929633,0.24158125915080528,0.3308931185944363,-0.1439941673624558,165,226,688
123,['@VirginAmerica ' ' am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?'],0.5535768312929633,0.24158125915080528,0.3308931185944363,-0.1439941673624558,165,226,688
124,['@VirginAmerica OMG FINALLY'],0.5535768312929633,0.24158125915080528,0.3308931185944363,-0.1439941673624558,165,226,688
125,['@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!'],0.5535768312929633,0.24158125915080528,0.3308931185944363,-0.1439941673624558,165,226,688
126,['@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49'],0.5535768312929633,0.24158125915080528,0.3308931185944363,-0.1439941673624558,165,226,688
127,['@VirginAmerica love it' ' taking @SouthwestAir on in their backyard! Consumers win when biz competes.'],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
128,['@VirginAmerica \u200b is flying from Love to Austin now. That is most excellent news.'],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
129,['@VirginAmerica Congrats VX on the new route! ✈️🎉'],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
130,['@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.'],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
131,["@VirginAmerica That's classy."],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
132,["@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind."],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
133,["@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍"],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
134,['@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather'],0.5512507730815517,0.2412280701754386,0.3304093567251462,-0.14344632621586548,165,226,691
135,['@VirginAmerica another perfect flight.   How come on your planes' '  the sun visors can stay down?  Other carriers make you raise them?'],0.548944824883495,0.24087591240875914,0.32992700729927005,-0.1429032214480641,165,226,694
136,['Nice RT @VirginAmerica: The man of steel might be faster' ' but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX'],0.5508522761440648,0.24052478134110788,0.33090379008746357,-0.13965582397688486,165,227,695
137,['@VirginAmerica I love the dancing little richard. cool beans.'],0.5508522761440648,0.24052478134110788,0.33090379008746357,-0.13965582397688486,165,227,695
138,['@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.'],0.5508522761440648,0.24052478134110788,0.33090379008746357,-0.13965582397688486,165,227,695
139,["@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!"],0.5508522761440648,0.24052478134110788,0.33090379008746357,-0.13965582397688486,165,227,695
140,['@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h'],0.5508522761440648,0.24052478134110788,0.33090379008746357,-0.13965582397688486,165,227,695
141,['@VirginAmerica Dad on Segway is the best part of this whole infographic!'],0.5519473465177496,0.24017467248908297,0.3318777292576419,-0.13745392795661368,165,228,696
142,['@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)'],0.5520719409636985,0.23982558139534885,0.3328488372093023,-0.13774298707121319,165,229,696
143,['@VirginAmerica wifi AND better seating.'],0.5520719409636985,0.23982558139534885,0.3328488372093023,-0.13774298707121319,165,229,696
144,['.@VirginAmerica not only was it great' " but you return my calls the day after. Couldn't ask for more. #myVXexperience"],0.5520719409636985,0.23982558139534885,0.3328488372093023,-0.13774298707121319,165,229,696
145,["@VirginAmerica so loyal that I'm driving to #NYC from #PA" ' to fly Virgin' '  since you cut #Philly flights ;)'],0.5520719409636985,0.23982558139534885,0.3328488372093023,-0.13774298707121319,165,229,696
146,['@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin'],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
147,["@VirginAmerica thanks! Y'all have some of the best customer service left in the industry."],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
148,["@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings"],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
149,['@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome'],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
150,['@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.'],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
151,['@united thanks'],0.5521964994048973,0.23947750362844702,0.33381712626995647,-0.13803196265478695,165,230,696
152,['@united Thanks for taking care of that MR!! Happy customer.'],0.5518324059847527,0.2391304347826087,0.3347826086956522,-0.13726059619039135,165,231,696
153,["@united thanks -- we filled it out. How's our luck with this? Is it common?"],0.5518324059847527,0.2391304347826087,0.3347826086956522,-0.13726059619039135,165,231,696
154,['@united thanks'],0.5518324059847527,0.2391304347826087,0.3347826086956522,-0.13726059619039135,165,231,696
155,['@united Thanks. It is on the same ticket.'],0.5518324059847527,0.2391304347826087,0.3347826086956522,-0.13726059619039135,165,231,696
156,['@united follow me please this airline is beautifull ♥'],0.5518324059847527,0.2391304347826087,0.3347826086956522,-0.13726059619039135,165,231,696
157,['@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated'],0.5550368761767599,0.24132947976878613,0.3338150289017341,-0.14039787537590176,167,231,696
158,['@united - thanks for your help...got me what I need' ' but its an issue with @_austrian . I guess I sit awhile longer.'],0.5550368761767599,0.24132947976878613,0.3338150289017341,-0.14039787537590176,167,231,696
159,['@united "Airport snow removal method #22..."'],0.5550368761767599,0.24132947976878613,0.3338150289017341,-0.14039787537590176,167,231,696
160,['Keep up the good work folks' " this is where Cessna's become 747's! http://t.co/9v8tMUsJvU"],0.5550368761767599,0.24132947976878613,0.3338150289017341,-0.14039787537590176,167,231,696
